word,success_rate,offered,correct,wrong,id,rank,pos,tf,idf,level1,level2,psuccess,lemma,lemmaTF,bucket
classroom,0,6,0,6,15684,1969,NN,13,0.042553191,9,10,18.18181818,classroom,574963,10
classrooms,0,6,0,6,17003,1969,NNS,1,0.021276596,9,10,18.18181818,classroom,119338,10
claw,20,10,2,8,10861,8358,NN,32,0.212765957,4,5,63.63636364,claw,32362,8
claws,60,5,3,2,13057,8358,NNS,38,0.276595745,3,3,72.72727273,claw,43510,4
clean,47.82608696,23,11,12,10475,1384,NN,68,0.617021277,2,1,81.81818182,clean,1248657,6
cleaned,33.33333333,6,2,4,13547,1384,VBN,11,0.212765957,5,8,54.54545455,clean,200847,7
cleaner,25,4,1,3,16621,1384,NN,4,0.085106383,4,4,63.63636364,clean,72351,8
cleaning,47.05882353,17,8,9,16728,1384,NN,25,0.29787234,4,3,72.72727273,clean,291072,6
cleaning,47.05882353,17,8,9,13008,3119,NN,25,0.29787234,3,3,72.72727273,clean,291072,6
cleans,16.66666667,6,1,5,14456,1384,NNS,10,0.127659574,7,9,36.36363636,clean,36629,9
clear,26.31578947,19,5,14,10862,703,JJ,102,0.723404255,1,2,90.90909091,clear,2091717,8
cleared,16.66666667,6,1,5,14712,2068,VBN,6,0.127659574,8,8,27.27272727,clear,184083,9
clearer,0,9,0,9,16351,1613,J,0,0,3,7,72.72727273,clear,94117,10
clearing,46.66666667,15,7,8,17045,1613,NN,16,0.191489362,3,5,54.54545455,clear,76051,6
clearing,46.66666667,15,7,8,13633,12720,NN,16,0.191489362,5,5,54.54545455,clear,76051,6
clearly,33.33333333,9,3,6,12769,1336,RB,41,0.361702128,3,1,72.72727273,clearly,1117960,7
clears,29.62962963,27,8,19,12633,2068,NNS,49,0.425531915,2,6,81.81818182,clear,45660,8
clench,0,6,0,6,16059,NULL,N,0,0,9,11,0,clench,3303,10
clenches,16.66666667,12,2,10,15235,19462,NNS,5,0.106382979,9,10,18.18181818,clench,765,9
clerk,57.14285714,7,4,3,15769,5240,NN,7,0.042553191,9,10,18.18181818,clerk,141462,5
clerks,0,2,0,2,18007,5240,N,0,0,9,7,18.18181818,clerk,32312,10
clever,75,4,3,1,10946,4781,NN,13,0.212765957,5,8,54.54545455,clever,197154,3
click,20,10,2,8,13783,492,NN,24,0.170212766,4,8,63.63636364,click,2545156,8
clicked,0,8,0,8,16260,492,NNS,2,0.042553191,6,8,45.45454545,click,97662,10
clicking,0,1,0,1,15622,492,VBG,7,0.063829787,9,7,18.18181818,click,394114,10
clicks,33.33333333,3,1,2,13632,492,NNS,16,0.191489362,5,3,54.54545455,click,268,7
cliff,0,3,0,3,10863,5463,NN,57,0.021276596,9,10,18.18181818,cliff,85957,10
cliffs,40,10,4,6,18038,5463,NNS,5,0.085106383,9,10,18.18181818,cliff,75397,6
climate,0,2,0,2,9911,1883,NN,1,0.021276596,10,3,9.090909091,climate,678509,10
climates,100,1,1,0,16970,1883,N,0,0,10,10,9.090909091,climate,56823,0
climb,24,25,6,19,9996,7403,NN,89,0.659574468,2,1,81.81818182,climb,210268,8
climbed,50,2,1,1,9871,2618,NN,7,0.14893617,7,9,36.36363636,climb,82980,5
climbing,40,15,6,9,12930,6080,VBG,23,0.319148936,3,5,72.72727273,climb,139006,6
climbing,40,15,6,9,17282,4213,VBG,23,0.319148936,3,5,72.72727273,climb,139006,6
climbs,26.08695652,23,6,17,12495,2618,NNS,100,0.510638298,2,2,81.81818182,climb,58081,8
cling,0,2,0,2,10947,8029,VBG,3,0.063829787,9,8,18.18181818,cling,38306,10
clinging,20,5,1,4,14972,8029,VBG,7,0.106382979,8,9,27.27272727,cling,22784,8
clings,20,5,1,4,14630,8029,NNS,7,0.127659574,7,9,36.36363636,cling,10308,8
clink,25,12,3,9,15528,40823,NN,12,0.063829787,8,10,27.27272727,clink,1283,8
clip,50,6,3,3,15363,5637,NN,9,0.085106383,8,10,27.27272727,clip,258699,5
clips,37.5,8,3,5,17404,5637,NNS,4,0.063829787,8,11,0,clip,145465,7
clips,37.5,8,3,5,18072,5637,NNS,4,0.063829787,8,11,0,clip,145465,7
clock,50,26,13,13,10398,10910,NN,44,0.404255319,2,2,81.81818182,clock,359240,5
clocks,58.33333333,12,7,5,15214,10910,NNS,5,0.106382979,9,5,18.18181818,clock,56814,5
close,25,24,6,18,10819,8282,RB,288,0.893617021,1,1,90.90909091,close,1348922,8
closed,69.76744186,43,30,13,12483,4007,VBD,54,0.531914894,2,2,81.81818182,close,622575,4
closed,69.76744186,43,30,13,16489,3488,VBD,54,0.531914894,1,2,81.81818182,close,622575,4
closely,28.57142857,7,2,5,13973,2345,RB,9,0.170212766,6,4,45.45454545,closely,563754,8
closer,38.0952381,21,8,13,12494,1252,NN,115,0.510638298,2,1,81.81818182,close,281500,7
closes,20,15,3,12,12447,932,NNS,99,0.553191489,2,5,81.81818182,close,113314,8
closest,7.8125,64,5,59,16449,3488,NN,3,0.063829787,1,6,90.90909091,close,169239,10
closest,7.8125,64,5,59,16665,3488,NN,3,0.063829787,1,6,90.90909091,close,169239,10
closet,25,12,3,9,10666,4554,NN,36,0.212765957,3,7,72.72727273,closet,177652,8
closets,30,10,3,7,17870,4554,NNS,1,0.021276596,3,11,0,closet,37547,7
closing,37.93103448,29,11,18,16490,3488,NN,29,0.276595745,1,3,72.72727273,close,175708,7
closing,37.93103448,29,11,18,13073,5984,NN,29,0.276595745,3,3,72.72727273,close,175708,7
cloth,0,5,0,5,10222,3868,NN,15,0.191489362,5,5,54.54545455,cloth,249902,10
clothes,58.06451613,31,18,13,9786,2399,NNS,53,0.361702128,2,4,81.81818182,clothes,546803,5
clothing,28.57142857,7,2,5,14455,2515,NN,10,0.127659574,7,5,36.36363636,clothing,514785,8
cloud,56.52173913,23,13,10,12606,11601,NN,43,0.446808511,2,2,81.81818182,cloud,822551,5
clouds,33.33333333,15,5,10,12587,11601,NNS,78,0.446808511,2,1,81.81818182,cloud,189643,7
clown,57.14285714,7,4,3,15074,8730,NN,6,0.106382979,8,3,27.27272727,clown,47693,5
club,66.66666667,6,4,2,10864,688,NN,32,0.234042553,3,11,0,club,1815607,4
clubs,66.66666667,3,2,1,16341,688,NNS,2,0.042553191,3,11,0,club,437508,4
clue,33.33333333,9,3,6,14709,3960,NN,6,0.127659574,8,6,27.27272727,clue,159783,7
clues,0,7,0,7,17728,3960,NNS,3,0.063829787,8,9,27.27272727,clue,107603,10
clumsy,33.33333333,9,3,6,15482,13870,NN,62,0.063829787,4,3,63.63636364,clumsy,27900,7
clutch,33.33333333,3,1,2,15922,NULL,NN,6,0.085106383,6,11,0,clutch,141478,7
clutches,0,9,0,9,13990,11436,NNS,9,0.170212766,6,6,45.45454545,clutch,19830,10
clutching,0,7,0,7,14223,11436,VBG,9,0.14893617,6,6,45.45454545,clutch,14319,10
coach,71.42857143,7,5,2,10223,3126,NN,12,0.085106383,7,5,36.36363636,coach,881131,3
coached,14.28571429,7,1,6,17451,3126,V,0,0,7,4,36.36363636,coach,65593,9
coaches,33.33333333,9,3,6,16667,3126,N,0,0,7,2,36.36363636,coach,339401,7
coaching,40,5,2,3,17450,3126,VBG,1,0.021276596,7,9,36.36363636,coach,116558,6
coal,0,8,0,8,16013,NULL,N,0,0,8,11,0,coal,238877,10
coals,14.28571429,7,1,6,14901,4039,NNS,8,0.106382979,8,9,27.27272727,coal,19032,9
coast,100,5,5,0,10224,1656,NN,17,0.255319149,4,2,63.63636364,coast,833114,0
coat,0,7,0,7,9826,5787,NN,26,0.212765957,5,8,54.54545455,coat,346694,10
coated,0,4,0,4,18086,4243,VBN,3,0.063829787,6,8,45.45454545,coat,90514,10
coats,25,8,2,6,15433,2699,NNS,7,0.085106383,8,8,27.27272727,coat,126305,8
coax,0,2,0,2,11066,23552,,0,0,11,10,0,coax,19507,10
cobweb,66.66666667,3,2,1,10201,23964,NN,0,0,10,10,9.090909091,cobweb,1535,4
cockpit,66.66666667,6,4,2,15511,8695,NN,15,0.063829787,7,4,36.36363636,cockpit,67041,4
code,75,4,3,1,14356,505,NN,15,0.127659574,6,4,45.45454545,code,2548918,3
coded,71.42857143,7,5,2,17987,505,V,0,0,6,5,45.45454545,code,38819,3
codes,66.66666667,3,2,1,16264,505,N,0,0,6,7,45.45454545,code,419889,4
coding,25,4,1,3,17986,505,V,0,0,6,9,45.45454545,code,55165,8
coffee,92.30769231,13,12,1,11790,1430,NN,32,0.29787234,1,1,90.90909091,coffee,1009776,1
coffeemaker,14.28571429,7,1,6,10688,30265,,0,0,11,9,0,coffeemaker,3314,9
coil,57.14285714,7,4,3,10202,3844,NN,2,0.042553191,10,9,9.090909091,coil,180260,5
coils,50,4,2,2,17688,3844,NNS,3,0.042553191,10,7,9.090909091,coil,99858,5
coin,62.5,8,5,3,15929,NULL,NN,4,0.085106383,5,11,0,coin,221648,4
coined,25,8,2,6,18326,2734,V,0,0,5,8,54.54545455,coin,32296,8
coins,50,4,2,2,14069,2734,NNS,17,0.14893617,5,4,54.54545455,coin,242022,5
colander,50,4,2,2,12153,24427,NN,0,0,6,4,45.45454545,colander,7560,5
cold,78.125,32,25,7,10458,4387,NN,76,0.595744681,2,2,81.81818182,cold,1094920,3
colder,24.13793103,29,7,22,16675,4387,NN,1,0.021276596,2,6,81.81818182,cold,70039,8
collaborate,25,4,1,3,11381,4197,,0,0,11,9,0,collaborate,126818,8
collaborated,11.11111111,9,1,8,17781,4197,V,0,0,11,7,0,collaborate,44365,9
collaborating,66.66666667,3,2,1,17780,4197,V,0,0,11,11,0,collaborate,57733,4
collapse,50,10,5,5,15841,NULL,NN,4,0.085106383,3,11,0,collapse,137524,5
collapsed,42.85714286,7,3,4,18081,5747,VBN,5,0.085106383,3,11,81.81818182,collapse,75879,6
collapses,14.28571429,7,1,6,12741,5747,NNS,31,0.382978723,3,11,0,collapse,18898,9
collar,0,7,0,7,13393,5004,NN,31,0.212765957,4,11,0,collar,155823,10
collars,55.55555556,9,5,4,17964,5004,NNS,2,0.042553191,4,1,63.63636364,collar,32337,5
collect,18.18181818,11,2,9,11837,1152,NN,12,0.255319149,5,6,54.54545455,collect,585806,9
collected,33.33333333,6,2,4,15222,1152,VBN,5,0.106382979,9,8,18.18181818,collect,447880,7
collecting,50,4,2,2,13991,1152,VBG,9,0.170212766,6,4,45.45454545,collect,243848,5
collection,50,8,4,4,13860,814,NN,13,0.170212766,5,7,54.54545455,collection,1643254,5
collections,25,12,3,9,16404,814,N,0,0,5,3,54.54545455,collection,283696,8
collects,0,8,0,8,15218,1152,NNS,5,0.106382979,9,11,0,collect,78587,10
college,25,4,1,3,9937,429,NN,33,0.106382979,5,7,54.54545455,college,3026559,8
colleges,0,11,0,11,16232,429,N,0,0,5,11,0,college,352582,10
collide,16.66666667,6,1,5,11382,9548,NN,7,0.14893617,7,11,0,collide,25011,9
colonies,50,6,3,3,17846,4448,N,0,0,4,11,9.090909091,colony,100494,5
colony,28.57142857,7,2,5,15480,4448,NN,66,0.063829787,4,11,63.63636364,colony,123572,8
color,75,12,9,3,15888,NULL,NN,27,0.255319149,5,11,0,color,2188192,3
colored,25,4,1,3,17680,340,VBN,7,0.106382979,5,4,54.54545455,color,91417,8
colorful,62.5,8,5,3,14292,4822,NN,8,0.14893617,7,5,36.36363636,colorful,198355,4
coloring,16.66666667,6,1,5,17681,340,VBG,1,0.021276596,5,11,0,color,40262,9
colors,100,5,5,0,13678,340,NNS,13,0.191489362,5,2,54.54545455,color,938293,0
colour,57.14285714,7,4,3,16193,340,NN,1,0.021276596,5,11,0,color,645125,5
colours,55.55555556,9,5,4,16194,340,NN,1,0.021276596,5,2,54.54545455,color,309452,5
column,69.23076923,13,9,4,9774,1757,NN,31,0.191489362,4,1,63.63636364,column,559115,4
columns,55.55555556,9,5,4,16926,1757,NN,3,0.042553191,4,2,63.63636364,column,243101,5
comb,25,4,1,3,10678,10659,NN,2,0.042553191,10,10,9.090909091,comb,42050,8
combat,87.5,8,7,1,14344,4761,NN,19,0.127659574,5,1,54.54545455,combat,298886,2
combine,40,5,2,3,9963,1111,NN,1,0.021276596,10,6,9.090909091,combine,430341,6
combined,50,6,3,3,16590,1111,V,0,0,10,8,9.090909091,combine,549481,5
combines,20,5,1,4,16591,1111,NNS,1,0.021276596,10,5,9.090909091,combine,216036,8
combining,0,9,0,9,16592,1111,VBG,3,0.042553191,10,7,9.090909091,combine,205502,10
come,65.51724138,29,19,10,9997,87,VB,1395,0.978723404,1,1,90.90909091,come,6461875,4
comes,35.48387097,31,11,20,12207,87,VBZ,354,0.914893617,1,2,90.90909091,come,3772369,7
comfort,33.33333333,6,2,4,13940,5551,NN,10,0.170212766,6,8,45.45454545,comfort,648694,7
comfortable,50,4,2,2,10664,1305,JJ,10,0.170212766,6,3,45.45454545,comfortable,1159479,5
comforter,0,9,0,9,10675,18502,,0,0,11,10,0,comforter,11527,10
comforts,10,10,1,9,17023,5551,NNS,1,0.021276596,6,11,0,comfort,31185,9
comic,0,3,0,3,15435,5030,JJ,7,0.085106383,8,9,27.27272727,comic,97577,10
comics,20,5,1,4,17687,5030,NNS,1,0.021276596,8,10,27.27272727,comic,182728,8
coming,31.57894737,19,6,13,12178,87,VBG,264,0.957446809,1,5,90.90909091,come,2156979,7
command,20,5,1,4,12994,3677,NN,30,0.29787234,3,1,72.72727273,command,829847,8
commanded,44.44444444,9,4,5,17646,3677,V,0,0,3,11,0,command,72037,6
commander,40,10,4,6,14323,4357,NN,43,0.127659574,4,4,63.63636364,commander,187968,6
commanders,50,6,3,3,17819,4357,N,0,0,4,6,63.63636364,commander,42356,5
commands,53.33333333,15,8,7,17647,3677,NNS,3,0.021276596,3,3,72.72727273,command,217598,5
commands,53.33333333,15,8,7,16749,3677,NNS,3,0.021276596,3,3,72.72727273,command,217598,5
commemorate,20,5,1,4,11937,7964,,0,0,11,6,0,commemorate,43767,8
commend,20,10,2,8,11383,10384,,0,0,11,9,0,commend,23483,8
comment,75,8,6,2,10413,659,NN,4,0.085106383,9,3,18.18181818,comment,698650,3
commentary,75,12,9,3,11384,5041,,0,0,11,8,0,commentary,164116,3
commented,36.36363636,11,4,7,16971,659,V,0,0,9,6,18.18181818,comment,155262,7
commenting,42.85714286,7,3,4,16972,659,V,0,0,9,11,0,comment,85262,6
comments,54.54545455,11,6,5,16973,659,NNS,2,0.042553191,9,9,18.18181818,comment,1666288,5
comments,54.54545455,11,6,5,16325,659,NNS,2,0.042553191,9,9,18.18181818,comment,1666288,5
common,25,8,2,6,10813,556,JJ,10,0.170212766,6,4,45.45454545,common,2758865,8
commotion,0,7,0,7,13403,19617,NN,27,0.212765957,4,4,63.63636364,commotion,12725,10
communicate,16.66666667,6,1,5,11067,2000,NN,1,0.021276596,10,10,9.090909091,communicate,464103,9
communicated,33.33333333,3,1,2,17020,2000,V,0,0,10,8,9.090909091,communicate,65986,7
communicates,16.66666667,12,2,10,17021,2000,NNS,1,0.021276596,10,8,9.090909091,communicate,38909,9
communicating,25,8,2,6,17019,2000,V,0,0,10,10,9.090909091,communicate,110947,8
communicator,62.5,8,5,3,15510,12052,NN,16,0.063829787,7,3,36.36363636,communicator,24787,4
communities,50,6,3,3,16169,270,N,0,0,6,4,45.45454545,community,910936,5
community,100,5,5,0,9855,270,NN,16,0.127659574,6,1,45.45454545,community,4229739,0
compact,75,4,3,1,11385,7354,NN,1,0.021276596,10,11,0,compact,250781,3
compactor,25,4,1,3,15731,30923,NN,9,0.042553191,9,7,18.18181818,compactor,3130,8
companies,62.5,8,5,3,16118,136,NNS,2,0.042553191,3,1,72.72727273,company,2679310,4
companion,12.5,8,1,7,11183,3769,NN,2,0.042553191,10,9,9.090909091,companion,203257,9
companions,0,6,0,6,17665,3769,N,0,0,10,9,9.090909091,companion,83220,10
company,57.14285714,7,4,3,11592,136,NN,39,0.425531915,3,1,72.72727273,company,6307351,5
compare,50,4,2,2,9757,729,NN,9,0.106382979,7,4,36.36363636,compare,566808,5
compared,50,2,1,1,15238,729,VBN,5,0.106382979,9,6,18.18181818,compare,1257120,5
compares,11.11111111,9,1,8,16370,729,NNS,3,0.063829787,8,5,27.27272727,compare,90147,9
comparing,50,6,3,3,16369,729,V,0,0,8,6,27.27272727,compare,216712,5
compartment,60,5,3,2,14759,5971,NN,18,0.106382979,6,6,45.45454545,compartment,100587,4
compartments,0,3,0,3,18105,5971,N,0,0,6,4,45.45454545,compartment,38183,10
compass,83.33333333,6,5,1,10402,7180,NN,5,0.042553191,9,5,18.18181818,compass,94176,2
compassion,80,5,4,1,11185,5960,NN,3,0.063829787,9,4,18.18181818,compassion,139205,2
compensate,0,2,0,2,11186,5346,NN,1,0.021276596,10,8,9.090909091,compensate,99147,10
compensated,50,4,2,2,18028,5346,V,0,0,10,11,0,compensate,46022,5
competition,20,5,1,4,11068,1274,NN,7,0.063829787,9,6,18.18181818,competition,1056341,8
competitions,0,3,0,3,16673,1274,N,0,0,9,11,0,competition,131895,10
complete,17.64705882,17,3,14,10804,546,JJ,40,0.468085106,2,4,81.81818182,complete,1273704,9
completed,38.0952381,21,8,13,16278,546,VBN,2,0.042553191,2,6,81.81818182,complete,1109212,7
completely,23.52941176,17,4,13,12406,846,RB,68,0.595744681,2,3,81.81818182,completely,1845349,8
completes,33.33333333,21,7,14,16280,546,NNS,2,0.042553191,2,4,81.81818182,complete,77986,7
completing,28.57142857,21,6,15,16279,546,VBG,3,0.042553191,2,1,81.81818182,complete,332989,8
complicate,25,4,1,3,15967,NULL,N,0,0,7,11,0,complicate,25116,8
complicated,50,4,2,2,14500,8007,VBN,9,0.127659574,7,1,36.36363636,complicated,371097,5
complies,0,6,0,6,17499,3249,NNS,2,0.042553191,11,3,0,comply,32017,10
comply,25,8,2,6,11187,3249,,0,0,11,9,0,comply,261289,8
complying,50,6,3,3,17498,3249,V,0,0,11,10,0,comply,33229,5
component,20,5,1,4,11938,1151,,0,0,11,7,0,component,563854,8
components,42.85714286,7,3,4,16613,1151,N,0,0,11,6,0,component,792268,6
compose,50,4,2,2,11188,3613,NN,2,0.021276596,10,8,9.090909091,compose,53066,5
composing,33.33333333,6,2,4,17622,3613,VBG,2,0.042553191,10,7,9.090909091,compose,30810,7
composure,42.85714286,7,3,4,11386,17172,NN,10,0.170212766,6,4,45.45454545,composure,18175,6
compound,37.5,8,3,5,15577,6948,NN,9,0.063829787,9,10,18.18181818,compound,190835,7
compounded,50,4,2,2,18188,6948,V,0,0,9,11,0,compound,31384,5
compounds,25,8,2,6,17542,6948,NNS,2,0.021276596,9,2,18.18181818,compound,146623,8
compromise,72.72727273,11,8,3,11655,5994,NN,1,0.021276596,10,6,9.090909091,compromise,79068,3
compromised,11.11111111,9,1,8,17929,5994,VBN,4,0.042553191,10,11,0,compromise,76804,9
compromises,57.14285714,7,4,3,18108,5994,N,0,0,10,11,0,compromise,31616,5
compromising,16.66666667,12,2,10,17930,5994,VBG,1,0.021276596,10,10,9.090909091,compromise,46965,9
computer,86.95652174,23,20,3,10673,614,NN,88,0.191489362,2,1,81.81818182,computer,2088363,2
computers,68,25,17,8,16311,614,NNS,1,0.021276596,2,6,81.81818182,computer,461276,4
comrade,30,10,3,7,15753,11084,NN,7,0.042553191,9,9,18.18181818,comrade,14599,7
comrades,0,5,0,5,18323,11084,NNS,1,0.021276596,9,7,18.18181818,comrade,30205,10
conceal,25,8,2,6,15607,7128,NN,7,0.063829787,9,10,18.18181818,conceal,43162,8
concealed,0,7,0,7,18199,7128,VBN,2,0.042553191,9,11,0,conceal,36416,10
concentrate,16.66666667,6,1,5,11069,3588,NN,7,0.127659574,7,11,0,concentrate,161117,9
concentrated,83.33333333,6,5,1,17613,3588,VBN,2,0.042553191,7,3,36.36363636,concentrate,77488,2
concentrating,16.66666667,6,1,5,17614,3588,VBG,2,0.042553191,7,8,36.36363636,concentrate,49360,9
concept,77.77777778,9,7,2,11189,1175,NN,3,0.042553191,10,5,9.090909091,concept,873970,3
concepts,0,2,0,2,16630,1175,N,0,0,10,6,9.090909091,concept,448644,10
concern,30,10,3,7,9942,4026,NN,17,0.276595745,4,3,63.63636364,concern,613197,7
concerned,100,1,1,0,13090,4026,JJ,24,0.276595745,4,7,63.63636364,concerned,698684,0
concerning,28.57142857,7,2,5,17745,4026,V,0,0,4,3,63.63636364,concerning,292255,8
concerns,8.333333333,12,1,11,17744,4026,NNS,1,0.021276596,4,8,63.63636364,concern,616643,10
concerns,8.333333333,12,1,11,16666,4026,NNS,1,0.021276596,4,8,63.63636364,concern,616643,10
concert,75,4,3,1,15275,2768,NN,20,0.085106383,6,1,45.45454545,concert,327322,3
concerts,33.33333333,3,1,2,17335,2768,N,0,0,6,1,45.45454545,concert,125154,7
concise,25,8,2,6,11387,8734,,0,0,11,6,0,concise,69998,8
conclude,0,4,0,4,11070,2703,NNS,0,0,10,10,9.090909091,conclude,135278,10
concluded,50,6,3,3,17306,2703,V,0,0,10,8,9.090909091,conclude,230360,5
concludes,14.28571429,7,1,6,17307,2703,NNS,2,0.021276596,10,7,9.090909091,conclude,81355,9
concrete,60,5,3,2,15423,5901,NN,7,0.085106383,8,4,27.27272727,concrete,253203,4
concur,16.66666667,6,1,5,11656,12675,NN,1,0.021276596,10,11,0,concur,20778,9
condition,66.66666667,9,6,3,11796,434,NN,3,0.063829787,9,2,18.18181818,condition,1272796,4
conditioned,0,6,0,6,18324,434,V,0,0,9,9,18.18181818,condition,30651,10
conditions,16.66666667,6,1,5,16235,434,NNS,3,0.063829787,9,2,18.18181818,condition,2087920,9
cone,66.66666667,9,6,3,10714,5598,NN,21,0.127659574,5,4,54.54545455,cone,105514,4
cones,25,4,1,3,18068,5598,NNS,5,0.085106383,5,7,54.54545455,cone,49274,8
conference,100,2,2,0,15339,1144,NN,10,0.085106383,8,9,27.27272727,conference,1179864,0
conferences,0,9,0,9,16610,1144,N,0,0,8,4,27.27272727,conference,186161,10
confess,16.66666667,6,1,5,10948,6342,NN,2,0.042553191,10,4,9.090909091,confess,61217,9
confessed,16.66666667,6,1,5,18143,6342,V,0,0,10,8,9.090909091,confess,41591,9
confidence,0,4,0,4,14138,1937,NN,11,0.14893617,6,6,45.45454545,confidence,705261,10
confident,40,10,4,6,11190,2755,NN,11,0.191489362,5,4,54.54545455,confident,457053,6
confiscate,33.33333333,12,4,8,11939,13645,,0,0,11,7,0,confiscate,6812,7
confound,50,10,5,5,15790,15578,NN,1,0.021276596,11,10,0,confound,5615,5
confront,71.42857143,7,5,2,11657,4845,NN,6,0.127659574,8,6,27.27272727,confront,69996,3
confronted,33.33333333,3,1,2,15091,4845,VBN,6,0.106382979,8,9,27.27272727,confront,76453,7
confronting,16.66666667,6,1,5,17941,4845,VBG,1,0.021276596,8,9,27.27272727,confront,33648,9
confuse,60,5,3,2,11071,3553,,0,0,11,10,0,confuse,68546,4
confused,54.54545455,22,12,10,12558,6810,VBN,92,0.468085106,2,1,81.81818182,confuse,214068,5
confused,54.54545455,22,12,10,17604,3553,VBN,92,0.468085106,11,1,81.81818182,confuse,214068,5
confusion,14.28571429,7,1,6,13217,4066,NN,19,0.255319149,4,3,63.63636364,confusion,252099,9
congested,50,4,2,2,11658,15350,VBN,1,0.021276596,10,7,9.090909091,congested,23087,5
congratulate,36.36363636,11,4,7,11072,9138,NN,4,0.085106383,9,7,18.18181818,congratulate,35807,7
congratulations,55.55555556,9,5,4,13030,5507,NNS,19,0.29787234,4,11,0,congratulations,157251,5
conjure,66.66666667,6,4,2,11659,11187,NN,2,0.042553191,10,8,9.090909091,conjure,18411,4
connect,75,4,3,1,11833,704,NN,6,0.106382979,8,2,27.27272727,connect,1059682,3
connected,66.66666667,9,6,3,13736,704,VBN,10,0.191489362,6,2,45.45454545,connect,713939,4
connecting,33.33333333,3,1,2,16352,704,VBG,3,0.063829787,7,8,36.36363636,connect,245971,7
connects,11.11111111,9,1,8,16353,704,NNS,3,0.063829787,7,3,36.36363636,connect,174302,9
connoisseur,33.33333333,6,2,4,11940,15537,,0,0,11,9,0,connoisseur,12456,7
conscientious,16.66666667,6,1,5,11941,15051,,0,0,11,9,0,conscientious,24057,9
consciousness,25,4,1,3,14551,4589,NN,8,0.127659574,7,4,36.36363636,consciousness,211727,8
consent,0,7,0,7,11388,8259,NN,1,0.021276596,10,8,9.090909091,consent,317076,10
consequence,50,4,2,2,11389,2444,NN,1,0.021276596,10,6,9.090909091,consequence,150854,5
consequences,11.11111111,9,1,8,17216,2444,NNS,2,0.042553191,10,10,9.090909091,consequence,384247,9
conserve,71.42857143,7,5,2,11390,8331,,0,0,11,5,0,conserve,45273,3
consider,40,10,4,6,11760,326,VB,10,0.170212766,6,4,45.45454545,consider,2088012,6
considerable,85.71428571,7,6,1,11073,4083,JJ,1,0.021276596,10,11,18.18181818,considerable,254417,2
considered,25,4,1,3,16186,326,VBN,3,0.063829787,7,11,0,consider,1680227,8
considering,66.66666667,3,2,1,14722,326,VBG,6,0.127659574,8,11,0,consider,298378,4
considers,0,3,0,3,14459,326,NNS,9,0.127659574,7,8,36.36363636,consider,143500,10
console,60,5,3,2,15268,5607,NN,27,0.085106383,5,3,54.54545455,console,211212,4
consoles,62.5,8,5,3,17769,5607,NNS,1,0.021276596,5,4,54.54545455,console,35799,4
consoles,62.5,8,5,3,18070,5607,NNS,1,0.021276596,5,4,54.54545455,console,35799,4
conspicuous,12.5,8,1,7,11391,14087,JJ,2,0.042553191,10,6,9.090909091,conspicuous,27674,9
constant,66.66666667,9,6,3,11392,9273,JJ,3,0.042553191,10,4,9.090909091,constant,564392,4
construction,33.33333333,9,3,6,11822,1185,NN,20,0.106382979,5,5,54.54545455,construction,1292477,7
consult,0,9,0,9,11660,3059,NN,1,0.021276596,10,8,9.090909091,consult,241844,10
consulted,28.57142857,7,2,5,17435,3059,V,0,0,10,10,9.090909091,consult,59817,8
consulting,37.5,8,3,5,17434,3059,VBG,2,0.042553191,10,6,9.090909091,consult,74154,7
consume,0,5,0,5,15996,NULL,N,0,0,8,11,0,consume,203509,10
consumed,66.66666667,6,4,2,14721,2300,VBN,6,0.127659574,8,7,27.27272727,consume,166410,4
consumes,0,9,0,9,17145,2300,V,0,0,8,6,27.27272727,consume,34542,10
consuming,60,5,3,2,17144,2300,VBG,1,0.021276596,8,6,27.27272727,consume,173161,4
contact,70,10,7,3,13137,735,NN,16,0.276595745,4,1,63.63636364,contact,1726184,3
contacted,42.85714286,7,3,4,16373,735,VBN,1,0.021276596,4,6,63.63636364,contact,243044,6
contacting,42.85714286,7,3,4,16374,735,V,0,0,4,1,63.63636364,contact,133519,6
contacts,14.28571429,7,1,6,16535,735,NNS,1,0.021276596,4,3,63.63636364,contact,338310,9
contagious,80,5,4,1,11942,11805,,0,0,11,10,0,contagious,39793,2
contain,20,5,1,4,11345,553,NN,7,0.127659574,7,8,36.36363636,contain,807247,8
contained,20,5,1,4,14644,553,VBN,7,0.127659574,7,3,36.36363636,contain,416831,8
container,16.66666667,6,1,5,14902,2118,NN,8,0.106382979,8,6,27.27272727,container,409349,9
containers,42.85714286,7,3,4,17073,2118,NNS,3,0.063829787,8,11,0,container,231586,6
containing,20,5,1,4,16284,553,VBG,2,0.042553191,7,5,36.36363636,contain,443284,8
contains,14.28571429,7,1,6,15240,553,NNS,5,0.106382979,9,7,18.18181818,contain,1110941,9
contaminate,0,7,0,7,11393,9133,,0,0,11,7,0,contaminate,11898,10
contaminated,75,4,3,1,18289,9133,VBN,3,0.021276596,11,5,0,contaminate,43964,3
content,25,4,1,3,11074,578,NN,9,0.170212766,6,3,45.45454545,content,2295994,8
contents,33.33333333,9,3,6,14545,578,NNS,8,0.127659574,7,6,36.36363636,content,377237,7
contest,25,4,1,3,15777,9566,NN,7,0.042553191,9,4,18.18181818,contest,386928,8
